,name,address,categories,review_count,rating,price,latitude_yelp,longitude_yelp,yelp_id,program_name,facility_address,facility_city,latitude,longitude,hours
0,"Conservatory For Coffee, Tea & Cocoa",,Coffee & Tea,1080.0,4.5,$,34.0206321,-118.3995192,hjj19yo1r_sPD9Ic-uII5w,THE CONSERVATORY FOR COFFEE,10117 WASHINGTON BLVD,CULVER CITY,,,
1,Wingstop,,Chicken Wings,282.0,3.0,$$,33.97621,-118.37375,uO0ann74VEhkLD2TyIZ9RQ,WINGSTOP REST #3,6909 LA TIJERA BLVD,LOS ANGELES,,,
2,,,,,,,,,,PORTOBELLOS MED ITALIAN CUIS,2235 HONOLULU AVE,MONTROSE,,,
3,Simplethings Restaurant Marketplace,,"Sandwiches, American (Traditional), Breakfast & Brunch",338.0,3.5,$$,34.1521606,-118.3435516,srBZBpovv5TLIugzUNdqnQ,SIMPLETHINGS,4013 W RIVERSIDE DR,BURBANK,,,
4,Margo's,,"American (New), Breakfast & Brunch",299.0,3.5,$$,34.0333908,-118.4934795,R2ecsOX6SWR113wMCnz9mQ,MARGO'S,1534 MONTANA AVE,SANTA MONICA,,,
5,El Cafetalito,,Salvadoran,135.0,4.5,$$,34.00174,-118.16486,ZQvwADQSwj-qfDx5AVJLHw,EL CAFE TALITO,5300 E WASHINGTON BLVD,COMMERCE,,,
6,,,,,,,,,,HARVEST JUICE CO.,3807 OCEAN VIEW BLVD,MONTROSE,,,
7,Maria Bonita,,Mexican,164.0,4.0,$$,34.421427,-118.497468,x9Q614zAqa6dZs4q3d4Lwg,MARIA BONITA RESTAURANT,20655 SOLEDAD CYN RD B-6,CANYON COUNTRY,,,
8,China Wok Express,,Chinese,81.0,2.5,$,33.9617195129395,-118.033813476562,0086PTqF6xFa3pejXIVQDQ,CHINA WOK EXPRESS,8330 PAINTER AVE,WHITTIER,,,
9,Tlayuda L.A. Restaurant,,Mexican,733.0,4.5,$$,34.0906351,-118.307928,Lop79P2KM9zFUCCaBYz6zA,TLAYUDA LA MEXICAN RESTAURANT,5450 SANTA MONICA BLVD,LOS ANGELES,,,
10,Brus Wiffle and More,,"American (New), Breakfast & Brunch",527.0,4.0,$$,34.0655350002844,-118.377534999797,Gq0u5R0vQ6gtcxCa-IGSig,BRU`S WIFFLE & MORE,8635 WILSHIRE BLVD,BEVERLY HILLS,,,
11,Agua Dulce Winery,,Wineries,291.0,4.0,$$,34.519419,-118.302044,fVTFWIZRZdQ1tkE8Jzyveg,AGUA DULCE  WINERY,9640 SIERRA HWY,SANTA CLARITA,,,
12,Master Chef Restaurant,,Chinese,477.0,3.5,$$,34.06549,-118.2384,upjZVinxgpei3Nb83KI0Ig,MASTER CHEF,937 N HILL ST,LOS ANGELES,,,
13,Hamburger Haven,,Burgers,231.0,2.5,$,34.08345,-118.38571,52tf4Jh_1fXrM3cGSOLq6A,HAMBURGER HAVEN,8954 SANTA MONICA BLVD,WEST HOLLYWOOD,,,
14,Ono Grill,,"Hawaiian, Japanese",322.0,3.5,$,34.04218,-118.10428,lTdueW0kPXnXROxnUz4q-Q,ONO GRILL,1975 Potrero Grande DR # A,MONTEREY PARK,,,
15,Smart & Final,,Grocery,22.0,3.5,$$,33.97652,-118.36634,zmJkE9TTGkfdQIKk-S__hQ,SMART AND FINAL #457,1575 CENTINELA AVE,INGLEWOOD,,,
16,The Park Bar & Grill,,"Sports Bars, American (Traditional)",142.0,4.0,$,34.180714,-118.332979,62-OJW5FmClqMIXUQb5iCw,THE PARK BAR AND GRILL,2007 W BURBANK BLVD,BURBANK,,,
17,Berries & Cream,,Ice Cream & Frozen Yogurt,10.0,3.5,$,33.9035351,-118.1506235,5l7YItY1fU2pS58iPnK_PQ,BERRIES AND CREAM,8528 E ROSECRANS AVE,PARAMOUNT,,,
18,,,,,,,,,,KIKKA,225 LINCOLN BLVD,VENICE,,,
19,Shirin Restaurant,,"Persian/Iranian, Mediterranean",705.0,4.0,$$,34.16807,-118.60295,HxYEMp5dmZ_kv6uo_J5EoA,SHIRIN,21826 VENTURA BLVD,WOODLAND HILLS,,,
20,Alondra Liquor,,"Beer, Wine & Spirits",3.0,3.5,,33.88834,-118.11342,UkSbGlvd3YzNM_1IBEXrDQ,ALONDRA LIQUOR,10400 E ALONDRA BLVD,BELLFLOWER,,,
21,Original Tommy's World Famous Hamburgers,,"Burgers, Fast Food",143.0,4.0,$,34.18976,-118.32032,vquObrE87HVZLphxh9AFcQ,TOMMY'S FAMOUS HAMBURGERS,1310 N SAN FERNANDO BLVD,BURBANK,,,
22,Domino's Pizza,,"Pizza, Chicken Wings, Sandwiches",27.0,2.0,$,34.1411738834623,-118.38797874233,QwwQ4BbqvX9iXhpgteIpYg,DOMINO'S PIZZA,11674 VENTURA BLVD,STUDIO CITY,,,
23,Otium,,American (New),2028.0,4.0,$$$,34.054358,-118.251339,G_V5eJFfYlTEERyIPR-8MQ,OTIUM - 1ST FLOOR RESTAURANT &  LIQUOR BAR,222 S HOPE ST,LOS ANGELES,,,
24,Subway,,Sandwiches,34.0,3.5,$,33.8250167,-118.2759258,G1mfEGeM_JGfEvRfcjnk2w,SUBWAY #43995,22222 MAIN ST 102,CARSON,,,
25,SDV Liquor,,"Beer, Wine & Spirits",13.0,3.5,$$,34.260201,-118.31386,c3LnoFwFAMMI5v0T4SFNUQ,SDV LIQUOR INC.,8301 FOOTHILL BLVD,SUNLAND,,,
26,Sushi Nishi-ya,,"Japanese, Sushi Bars",412.0,4.5,$$$$,34.161587,-118.300858,jOtzs3kyyhf91mbmUShRuQ,NISHI-YA,1712 S VICTORY BLVD,GLENDALE,,,
27,Jack in the Box,,"Burgers, Fast Food, Tacos",58.0,2.0,$,34.037395,-118.6774981,keUpXMt97z6wxn7NAP3VuA,JACK IN THE BOX #160,23017 PACIFIC COAST HWY,MALIBU,,,
28,Taco House,,Mexican,14.0,4.5,$,34.0405454,-118.25285,0RN6PEh510o70c5tfI555w,TACO HOUSE #3,827 S SANTEE ST,LOS ANGELES,,,
29,India Spices & Groceries,,International Grocery,44.0,4.5,$,34.0522137,-118.371115,ikR_TtAl45ZQBcj_-paxHw,INDIA SPICES & GROCERY,5994 W PICO BLVD,LOS ANGELES,,,
30,Wing Hip Fung Herbal,,"Traditional Chinese Medicine, Naturopathic/Holistic",7.0,3.5,,34.0694725,-118.1339631,0BYqHscd1vC9UyA-nDKKMw,WING HIP FUNG HERBAL&GINSENG,500 N ATLANTIC BLVD STE #101,MONTEREY PARK,,,
31,99 Cents Only Stores,,"Grocery, Discount Store",36.0,3.5,$,33.9760498371862,-118.374119125279,5StpdfXj8Z8upWSm8vfUoA,99 CENTS ONLY STORES #001,6854 LA TIJERA BLVD,LOS ANGELES,,,
32,The Vitamin Shoppe,,Vitamins & Supplements,37.0,4.5,$$,34.074707,-117.89051,yT_WpGZlP3cDm4bOng_q6A,THE VITAMIN SHOPPE,235 N CITRUS ST,WEST COVINA,,,
33,,,,,,,,,,RALPHS MARKET #720 - DELI,30019 HAWTHORNE BLVD #A,RANCHO PALOS VERDES,,,
34,Sarku Japan,,Japanese,47.0,2.5,$,33.8641593471197,-118.093210265205,DBr5ix4hzAPbXvXJp9DiSg,SARKU JAPAN,125 LOS CERRITOS CTR # FC11,CERRITOS,,,
35,Oaks Liquor,,"Beer, Wine & Spirits",11.0,2.0,$$$$,34.164159,-118.465897,NdBYP5f13OrC_wTTfTIWxQ,THE OAKS LIQUORS,5148 SEPULVEDA BLVD,SHERMAN OAKS,,,
