,name,address,categories,review_count,rating,price,latitude_yelp,longitude_yelp,yelp_id,program_name,facility_address,facility_city,latitude,longitude,hours
0,Afters Ice Cream,,Ice Cream & Frozen Yogurt,277.0,4.0,$,34.09452,-118.12744,nBo80s6dV7_JU5ivG7smdA,AFTERS ICE CREAM,36 W MAIN ST,ALHAMBRA,,,
1,,,,,,,,,,GALDYS 98 CENT STORES,8028 S VERMONT AVE,LOS ANGELES,,,
2,,,,,,,,,,BISTRO KA JAPANESE RESTAURANT,6600 TOPANGA CYN BLVD # 2010A,CANOGA PARK,,,
3,,,,,,,,,,PAL'S LIQUOR & WINE SHOP,19344 RINALDI ST,NORTHRIDGE,,,
4,Equinox Encino,,"Sports Clubs, Gyms, Day Spas",192.0,4.0,$$$$,34.1589585002,-118.500968834,NcYObGIB2D6WIjB21tL7GQ,EARTH BAR EQUINOX ENCINO,16830 VENTURA BLVD # #165,ENCINO,,,
5,,,,,,,,,,NEW TOMMY'S BURGER,2821 PECK RD # A,EL MONTE,,,
6,Marshalls,,Department Stores,18.0,2.5,$,33.9604057628,-118.033642738104,WMQszI45WakMH51A0wXySA,MARSHALLS #555,8512 PAINTER AVE STE B,WHITTIER,,,
7,The Poke,,"Poke, Korean, Hawaiian",85.0,4.0,$$,34.0630837,-118.4471749,PNPCOEBce1Q3Z7L-bgO-cQ,THE POKE,935 BROXTON AVE,LOS ANGELES,,,
8,El Rinconcito,,"Breakfast & Brunch, Tacos",26.0,4.5,,34.0764110758926,-118.30027833581,w_V10-XK25ViRkaFmSsZ3Q,EL RINCONCITO NUNEZ,4165 BEVERLY BLVD # K,LOS ANGELES,,,
9,Chile Verde,,"Mexican, Fast Food",42.0,3.5,$,33.8731449,-118.3001999,zia6cnW8MFO8NsB5I3MrtQ,CHILE VERDE,1425 ARTESIA BLVD # 7,GARDENA,,,
10,,,,,,,,,,FIT-LIFE,16260 PARAMOUNT BLVD STE H,PARAMOUNT,,,
11,Umeda,,"Japanese, Sushi Bars, Noodles",125.0,4.5,$$$$,34.0836049,-118.3391691,vu8S4ESHmqWnoVT80lbnUg,UMEDA,6623 MELROSE AVE,LOS ANGELES,,,
