,name,address,categories,review_count,rating,price,latitude,longitude,yelp_id,name_input,address_input,city_input,hours
21,Pour Haus Wine Bar,,"Wine Bars, American (New)",515.0,4.5,$$,34.03545,34.03545,c2QZmOUhNm8rB1L-XvCvcQ,LE POUR HAUS,1820 INDUSTRIAL ST # #101,LOS ANGELES,
22,Oi Asian Fusion,,"Filipino, Asian Fusion, Burgers",532.0,4.5,$,34.1015109972374,34.1015109972374,tqjJYK3KyBjHRDsMT9kCpw,OI ASIAN FUSION,4734 HOLLYWOOD BLVD,LOS ANGELES,
23,Aoki Japanese Restaurant,,"Japanese, Sushi Bars",118.0,3.5,$$,34.10072,34.10072,zVLouu5V4MPBTIhmNHgV2g,AOKI JAPANESE RESTAURANT,2307 D ST,LA VERNE,
24,,,,,,,,,,CAFE SOCIETE,1820 INDUSTRIAL ST STE 104,LOS ANGELES,
25,Lord & Villa Bakery,,Bakeries,128.0,3.5,$$,34.16148,34.16148,4Aefp86bTk_-TBybF1vAIQ,LORD AND VILLA BAKERY,1120 N PACIFIC AVE STE #3,GLENDALE,
26,Burger King,,"Burgers, Fast Food",27.0,1.5,$,34.70356,34.70356,hIDghMGasptLbvA48h3YGA,BURGER KING # 2473,1202 W AVENUE I,LANCASTER,
27,Home Restaurant - Los Feliz,,"Breakfast & Brunch, Coffee & Tea, American (New)",3006.0,4.0,$$,34.10296,34.10296,eoOJbi94rj9277dG7WIv0A,HOME RESTAURANT,1760 N HILLHURST AVE,LOS ANGELES,
28,Brothers BBQ,,"Korean, Barbeque, Noodles",551.0,4.0,$$,34.0631573362865,34.0631573362865,GmPAyGM27YEyEzBB8JIAog,GALBI BROTHERS INC,3680 W 6TH ST,LOS ANGELES,
29,Pupuseria El Tazumal,,Latin American,98.0,3.5,$,33.8859496798928,33.8859496798928,lLjESHRb7CYdp3YkpAg2yQ,EL TAZUMAL,16014 PIONEER BLVD,NORWALK,
30,,,,,,,,,,MARIE CALLENDER'S,12402 WASHINGTON BLVD,WHITTIER,
31,Goal Sports Cafe,,Sports Bars,238.0,3.5,$$,34.072543,34.072543,VOFA28djXACRkmtwkYCGdQ,GOAL,8334 W 3RD ST,LOS ANGELES,
32,,,,,,,,,,STARBUCKS COFFEE #3419,15702 ARROW HWY,IRWINDALE,
33,Sky Zone Trampoline Park,,Trampoline Parks,394.0,3.0,,34.1033263122633,34.1033263122633,FUDZn__-mHN1KPi17jjUfg,SKY ZONE COVINA,1314 N AZUSA AVE,COVINA,
34,Rise N Shine Cafe,,"Breakfast & Brunch, Cafes",350.0,4.5,$$,34.24717,34.24717,hQT2xuAwtIIp_z3Qu-x7Zg,RISE 'N SHINE,9685 SUNLAND BLVD,SUNLAND,
35,,,,,,,,,,THAI DISHES,11934 AVIATION BLVD,INGLEWOOD,
36,Main Event-La Coliseum,,Sporting Goods,2.0,3.0,$$$,34.01367,34.01367,CnNEDnnSbSJ3XCk_JgmCjg,LA COLISEUM UC21,3911 S FIGUEROA ST,LOS ANGELES,
37,Yogurtland Gardena,,Ice Cream & Frozen Yogurt,71.0,4.0,$,33.873338,33.873338,lQ8ewaD_nV9jWm1nXf4ZtQ,YOGURTLAND SOUTH BAY,1753 W ARTESIA BLVD,GARDENA,
38,New Donuts,,Donuts,6.0,4.0,$,33.888367,33.888367,ovN4dWJ9ZfMmdWvlYUQ76g,NEW DONUTS,140 E ALONDRA BLVD,COMPTON,
39,Kabuki Japanese Restaurant,,"Japanese, Sushi Bars, Asian Fusion",939.0,3.5,$$,34.18157,34.18157,cGf1QpiRbZfdCTRF2JpZtQ,KABUKI JAPANESE RESTAURANT,201 N SAN FERNANDO BLVD,BURBANK,
40,Sunshine Discount Market,,Grocery,2.0,3.0,$,34.02577,34.02577,VqsrbQo70LlSeVQazKLw5A,SUNSHINE DISCOUNT MARKET,1289 W JEFFERSON BLVD,LOS ANGELES,
41,,,,,,,,,,MERKATO,1036 1/2 S FAIRFAX AVE,LOS ANGELES,
42,,,,,,,,,gbz7xLFiiAFoCmGKxWCj6g,GOLDILOCKS (IN SEAFOOD CITY),16130 NORDHOFF ST # 5-6,NORTH HILLS,
43,Kismet Falafel,,Falafel,55.0,4.0,$$,34.0506549077855,34.0506549077855,bfXvZtENAFG0BdiMkWGUBw,FALAFEL,317 S BROADWAY B-10,LOS ANGELES,
44,See's Candies,,"Candy Stores, Gift Shops, Chocolatiers & Shops",31.0,4.0,$$,34.4205773735,34.4205773735,w3zTAaqT_GSoPpX1ym9qrQ,SEE'S CANDIES #LA-49,24325 MAGIC MOUNTAIN PKWY,VALENCIA,
45,,,,,,,,,,STEAM PUNK,12526 BURBANK BLVD,VALLEY VILLAGE,
46,Sarkis Pastry,,"Bakeries, Middle Eastern, Desserts",147.0,4.0,$,34.1330564,34.1330564,u5qdnHg6qnAWswWouJ69Qw,SARKIS PASTRY,1111 S GLENDALE AVE STE #101,GLENDALE,
47,Mustard Seed Café,,"American (New), Breakfast & Brunch",529.0,3.5,$$,34.1067123413086,34.1067123413086,gpmuJVHfrB71kixSn9slzA,MUSTARD SEED CAFE,1948 N HILLHURST AVE,LOS ANGELES,
48,The Bowery,,"Bars, American (New), Burgers",571.0,3.5,$$,34.09767,34.09767,fODoBLkChR5ZXPN1_Db7rQ,THE BOWERY,6268 W SUNSET BLVD,LOS ANGELES,
49,,,,,,,,,,SAN DIEGO MARKET,1131 S UNION AVE,LOS ANGELES,
50,Phoenix Food Boutique,,Chinese,221.0,3.0,$,33.987178,33.987178,Z30BUcohbQt7vyX-Hsdh8Q,PHOENIX FOOD BOUTIQUE,1709 S NOGALES ST STE #102,ROWLAND HEIGHTS,
51,Alberto's Mexican Food,,Mexican,105.0,2.0,$,33.9416074311059,33.9416074311059,2kZn1SG20RZHMU-o0wqTzQ,ALBERTOS MEXICAN FOOD,13160 E TELEGRAPH RD,SANTA FE SPRINGS,
52,,,,,,,,,,RUDY'S BAKERY,1918 E NADEAU ST,LOS ANGELES,
53,Quality Food & Beverage,,"Breakfast & Brunch, American (Traditional)",298.0,3.5,$$,34.0717294,34.0717294,Zr3WhHpHRSdYuw5GfEAUOg,QUALITY FOOD & BEVERAGE,8030 W 3RD ST,LOS ANGELES,
54,Taqueria El Jaliciense 1,,Mexican,30.0,4.5,$,34.22058,34.22058,QVjeE1v1Yb4SoM-iQVZkVQ,TAQUERIA EL JALISCIENCE,21922 SCHOENBORN ST,CANOGA PARK,
55,Restaurante Tijuana,,Mexican,187.0,3.0,$,34.0891945948203,34.0891945948203,STlqonATDbQ-t3rLsORFAw,RESTAURANTE TIJUANA,523 N AZUSA AVE,COVINA,
56,Skynny Kitchen,,"American (New), Breakfast & Brunch, Burgers",62.0,4.0,$$,34.084041595459,34.084041595459,9mLQrZfub2nOK0w3aWdfXQ,SKYNNY KITCHEN,8928 SANTA MONICA BLVD,WEST HOLLYWOOD,
57,7-Eleven,,"Convenience Stores, Coffee & Tea",29.0,2.0,$,33.8726581493366,33.8726581493366,9OaR2DBqmr69gj5kobljBg,7-ELEVEN #24629A,12200 E ARTESIA BLVD,ARTESIA,
58,Bel Air Foods,,Grocery,29.0,4.0,$$,34.1163,34.1163,x6PBojggMO2v8-KG1jiwLw,BEL AIR FOODS (MARKET),2323 ROSCOMARE RD,LOS ANGELES,
59,,,,,,,,,,"KING OF SHABU SHABU, INC",903 CATALINA AVE # 100,REDONDO BEACH,
60,Chung Chou City,,"Nutritionists, Health Markets",3.0,1.5,$$$,34.077929,34.077929,fyHxvWIwP3dgtScO4qCfow,CHUNG CHOU CITY #10,140 W VALLEY BLVD STE #124,SAN GABRIEL,
61,,,,,,,,,,IHOP,1920 SANTA MONICA BLVD,SANTA MONICA,
62,Alaska Seafood & Sushi,,"Seafood, Korean",117.0,3.5,$$,33.7349324668445,33.7349324668445,KdTXx6qQQf2n8Anw_pwRxQ,ALASKA SEAFOOD AND SUSHI,1112 NAGOYA WAY,SAN PEDRO,
63,,,,,,,,,,VIDA SALUDABLE,551 E FRANCISQUITO AVE STE #E,WEST COVINA,
64,Hot Wings Cafe,,"Chicken Wings, Sports Bars",145.0,3.0,$$,34.418038567249,34.418038567249,-aAnQZm0mI1CA_9HQ4NycA,HOT WINGS CAFE,24501 TOWN CENTER DR STE 101,VALENCIA,
65,,,,,,,,,,CALIFORNIA PIZZA KITCHEN #314,6600 TOPANGA CANYON BLVD 10820,CANOGA PARK,
66,Beverly Hills Liquor and Deli,,"Beer, Wine & Spirits, Delis, Sandwiches",8.0,4.0,$,34.0676800493719,34.0676800493719,sXGZq3Fu98P0jiWKHMRNMw,BEVERLY HILLS LIQUOR & DELI,130 N ROBERTSON BLVD,BEVERLY HILLS,
67,El Super,,Grocery,37.0,2.0,$,33.9889963,33.9889963,_WONpreso-eYSOKyHPySBQ,EL SUPER (BAKERY),1100 W SLAUSON AVE,LOS ANGELES,
68,Tous Les Jours,,"Bakeries, Coffee & Tea, Desserts",54.0,3.0,$,33.97432,33.97432,QlJQ7XnUxGy4ksMw5MCoyg,TOUS LES JOURS,2825 S DIAMOND BAR BLVD,DIAMOND BAR,
69,Ping Pong Chinese Cuisine,,Chinese,388.0,4.0,$$,34.161434,34.161434,DUB9e7R5OfhGImSl1Km6EQ,PING PONG CHINESE CUISINE,17267 VENTURA BLVD,ENCINO,
70,Tacos Por Favor,,"Mexican, Soup",170.0,3.5,$,33.9932136535645,33.9932136535645,gusKXe80AHr7OX_Nw9yKXg,TACOS POR FAVOR,826 HAMPTON DR,VENICE,
71,Cheers Liquor,,"Beer, Wine & Spirits",2.0,5.0,$$,34.2577209472656,34.2577209472656,-XouWRfq24qMx37oJcXXmg,CHEERS LIQUOR,16205 DEVONSHIRE ST STE #H,GRANADA HILLS,
72,Chung Ki Wa,,"Korean, Barbeque",385.0,4.0,$$,34.0527496337891,34.0527496337891,imRZsOK1s4Fpbx0wixfgXw,CHUNG KI WA RESTAURANT,3545 W OLYMPIC BLVD,LOS ANGELES,
73,Yellow Vase,,"Floral Designers, Florists, Creperies",357.0,3.0,$$,33.7480770034065,33.7480770034065,Rcaq4XD5c7V8FtpPl-lbgA,YELLOW VASE,31248 PALOS VERDES DR W,RANCHO PALOS VERDES,
74,H Mart - Diamond Bar,,"Grocery, Korean, Food Court",464.0,4.0,$$,33.97432,33.97432,S52d6M9nRjZ9RtdPzgIlmA,SUPER H MART (DELI DEPT),2825 S DIAMOND BAR BLVD,DIAMOND BAR,
75,House of Mandarin Noodle,,"Szechuan, Noodles, Soup",348.0,3.5,$,34.08994,34.08994,FnTol2afU4xnPTGmAZEXPg,HOUSE OF MANDARIN NOODLE,4819 TEMPLE CITY BLVD STE A,TEMPLE CITY,
76,Slavko's,,"Barbeque, Specialty Food",142.0,4.0,$,33.7327158,33.7327158,w2zk-ofjUjPwVW0QZKVh1g,SLAVKO'S HARBOR POULTRY,1224 S PACIFIC AVE,SAN PEDRO,
77,Bon Gelato,,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies",19.0,3.0,$,33.8733547925949,33.8733547925949,oyYHv3GExj9vvPigPpRejQ,BON GELATO,13309 ARTESIA BLVD,CERRITOS,
78,,,,,,,,,,ARNIE MORTONS,6250 CANOGA AVE #111,WOODLAND HILLS,
79,Winco Foods,,Grocery,331.0,4.0,$,33.85922,33.85922,kX9I1wedy74eyERHS1YPBA,WINCO FOODS,3400 E SOUTH ST,LAKEWOOD,
80,Market At M Cafe,,"Vegan, Vegetarian, Health Markets",95.0,3.5,$$,34.0536319719284,34.0536319719284,IXH9nn4ooDOjcltBdyru8w,M CAFE,11678 SAN VICENTE BLVD,LOS ANGELES,
81,IKEA,,"Mattresses, Furniture Stores, Kitchen & Bath",913.0,3.5,$$,34.0744187,34.0744187,IruFpeWzYdNgVQLfH1_G4g,IKEA MARKET 1ST FLOOR,848 S BARRANCA AVE,COVINA,
82,Lucky Strike - Los Angeles,,"Bowling, Venues & Event Spaces, American (Traditional)",707.0,3.0,$$,34.04484,34.04484,CaJw800MyKecX5sOcEIybQ,LUCKY STRIKE,800 W OLYMPIC BLVD STE 202,LOS ANGELES,
83,512 BBQ Restaurant,,Barbeque,23.0,2.0,$$,33.9953320907216,33.9953320907216,3wP4uym3R03LJHwy11s0XA,512 B.B.Q.,18009 E GALE AVE,ROWLAND HEIGHTS,
84,Susan Feniger's Street,,Tapas/Small Plates,1081.0,3.5,$$$,34.0847206,34.0847206,_BxBgAv_4-33KRXe6qVSiw,SUSAN FENIGER'S STREET REST.,742 N HIGHLAND AVE,LOS ANGELES,
85,,,,,,,,,,CARNICERIA DON MENO,4220 SLAUSON AVE,MAYWOOD,
86,China King Express,,"Chinese, Fast Food, Juice Bars & Smoothies",28.0,4.0,,33.9820363313142,33.9820363313142,s1xhxNKb1QKr4Oa9yaQIng,CHINA EXPRESS,1901 E GAGE AVE,LOS ANGELES,
87,,,,,,,,,,DR GRUB'S CALIFORNIA FRESH,353 W BONITA AVE,CLAREMONT,
88,Charly Temmel,,Ice Cream & Frozen Yogurt,46.0,3.5,$,33.9882,33.9882,j4T4P5yP7f1KERK_FPnpbA,CHARLY PETER TEMMEL,1313 OCEAN FRONT WALK STE #5,VENICE,
89,,,,,,,,,,DAPHNE’S GREEK CAFÉ,5780 CANOGA AVE,WOODLAND HILLS,
90,The Wee Chippy,,Fish & Chips,240.0,4.5,$$,33.988507,33.988507,iYxjAqxyYWKN2cU_hYyJUQ,THE WEE-CHIPPY,1301 OCEAN FRONT WALK FRNT #9,VENICE,
91,El Super,,Grocery,40.0,2.5,$$,33.9391652,33.9391652,UvKS0ZVvltkFL89551z5vA,EL SUPER - BAKERY,10531 CARMENITA RD,SANTA FE SPRINGS,
92,Sugar From the Heart,,Bakeries,331.0,4.5,$$,33.8601151,33.8601151,73BzTBUnshJJ6K9U1r5eLw,SUG-AR FROM THE HEART,4328 SOUTH ST,LAKEWOOD,
93,Little Caesars Pizza,,"Pizza, Fast Food",25.0,2.0,$,34.22219,34.22219,_TQiobwv5Y7-bOk2loEEJw,LITTLE CAESARS PIZZA #5933,8332 SEPULVEDA BLVD UNIT 17,NORTH HILLS,
94,Food 4 Less,,Grocery,103.0,3.0,$,34.0973126036395,34.0973126036395,o6RePwWHS4RcIxTML_s6vQ,FOOD 4 LESS #362,5420 W SUNSET BLVD,LOS ANGELES,
95,CVS Pharmacy,,"Drugstores, Convenience Stores, Pharmacy",49.0,2.5,$,34.025904,34.025904,k-bwQqfjUzZri5CmIjETSw,CVS PHARMACY #3553,21590 VALLEY BLVD,WALNUT,
96,Auggie's Bar & Grill,,"Sports Bars, Chicken Wings, Tacos",85.0,4.0,$,33.929369,33.929369,w9saUidXD2pZXb15Zqx4wg,AUGGIES BAR & GRILL,5810 IMPERIAL HWY,SOUTH GATE,
97,V's restaurant + bar,,"American (New), Mediterranean, Italian",485.0,4.5,$$,34.0390487,34.0390487,yoNgTE1dwY9m3ACyB4Thnw,V'S RESTAURANT BAR,22821 PACIFIC COAST HWY,MALIBU,
98,Octopus Japanese Restaurant,,"Japanese, Sushi Bars",1351.0,4.0,$$,34.1827955,34.1827955,TWsrkr01vFqfme_H9HiIgA,OCTOPUS JAPANESE FUSION REST,227 E PALM AVE,BURBANK,
99,Crystal Donut,,"Donuts, Coffee & Tea, Sandwiches",6.0,4.0,,33.8131733601905,33.8131733601905,ixweK-K8qnH6PTpp35YDGQ,CRYSTAL DONUT,23401 MAIN ST,CARSON,
100,Yalganesh Mini Market,,"Grocery, Imported Food",7.0,4.0,$,33.9767594,33.9767594,jfXlCgy6WNyBAgZwG_ycyw,YALGANESH MINI MARKET,1513 CENTINELA AVE,INGLEWOOD,
101,Chuck E. Cheese,,"Pizza, Arcades, Kids Activities",107.0,2.5,$$,34.272729746945,34.272729746945,TY5hM7Q_fvY_F2TGR5UXsA,CHUCK E CHEESE'S # 429,16269 S F MISSION BLVD,GRANADA HILLS,
102,Farmer Boys,,"Breakfast & Brunch, Burgers, Fast Food",349.0,2.5,$$,33.99482,33.99482,E6ttTHGRjdUn99R_v3JduA,FARMER BOYS-COMMERCE,6315 TELEGRAPH BLVD,COMMERCE,
103,Banh Mi Che Cali,,"Vietnamese, Sandwiches, Soup",995.0,3.5,$,34.078414,34.078414,4e4l1when8a7bP8xJoZvmQ,BANH MI CHE CALI REST,647 W VALLEY BLVD,ALHAMBRA,
104,Surf City Squeeze,,Juice Bars & Smoothies,17.0,4.5,$,34.0706874491714,34.0706874491714,69m2HCBMAPfHqWLLL18Ong,SURF CITY SQUEEZE,9006 PLAZA DR,WEST COVINA,
105,100% Hong Kong Cafe & Bakery,,"Cafes, Bakeries",51.0,4.0,$,34.0583382,34.0583382,vVETm-uossAoYg5ZbHayEA,100 PERCENT HONG KONG CAFE,947 S GLENDORA AVE,WEST COVINA,
106,Bamboo House,,Thai,193.0,3.5,$$,34.1016551,34.1016551,4OYXVYYbmv3SW6BVI2dS8Q,BAMBOO HOUSE THAI RESTAURANT,4852 HOLLYWOOD BLVD,LOS ANGELES,
107,Stater Bros. Markets,,"Grocery, Butcher, Delis",82.0,3.5,$$,34.0429611,34.0429611,LZGUtrRUY0g6m5tAyriYmw,STATER BROS #168  (MEAT),20677 AMAR RD,WALNUT,
108,Restaurante Guerrero,,Mexican,12.0,4.5,$,34.0366119835835,34.0366119835835,nl3jvyDAwgRXXefPpnJShg,RESTAURANTE GUERRERO,1201 S LOS ANGELES ST # 7,LOS ANGELES,
109,The Post Pizza,,"Pizza, Chicken Wings, Sports Bars",243.0,3.5,$$,34.083774,34.083774,B299QttkeTXMTpHvMndYIA,THE POST PIZZA WINGS & BEER,4368 PECK RD,EL MONTE,
110,Aloha Pizza & Shave Ice Company,,"Pizza, Shaved Ice",783.0,4.5,$$,33.8723838326891,33.8723838326891,Z8JB_srkR57t4N0VJbrSyg,ALOHA PIZZA & SHAVE ICE CO,1534 W ARTESIA BLVD,GARDENA,
111,Advance Food Market,,Grocery,20.0,3.0,$,34.0327377319336,34.0327377319336,UoS83dXOuH2qn7acjfqLMQ,ADVANCE FOOD MEAT MARKET,5469 W ADAMS BLVD,LOS ANGELES,
112,See's Candies,,"Candy Stores, Chocolatiers & Shops, Gift Shops",29.0,4.5,$$,34.04012,34.04012,WJPyWWhWS_Ni3nPGT3nOIQ,SEE'S CANDIES INC,10800 W PICO BLVD,LOS ANGELES,
113,Hot Spot,,"Taiwanese, Hot Pot, Shaved Ice",361.0,3.5,$$,33.995554,33.995554,3rqP082z1SgyLZmuRgF17A,HOT SPOT,18246 E GALE AVE # #B,ROWLAND HEIGHTS,
114,Sam's Flaming Grill,,"Middle Eastern, Mediterranean",161.0,3.5,$$,34.4236683263759,34.4236683263759,tlRqsWkxvt2WysQPbmfJoA,SAM'S FLAMING GRILL,25347 WAYNE MILLS PL,VALENCIA,
115,,,,,,,,,,TRAVEL TRADERS #735,515 S OLIVE ST,LOS ANGELES,
116,,,,,,,,,,MC DONALD'S #29411,1160 E ROSECRANS AVE,LOS ANGELES,
117,Big Time Burgers,,"Burgers, Hot Dogs, Sandwiches",99.0,3.5,$,34.16521,34.16521,nmVUEofu5XTfrkDB6Vp4iA,BIG TIME BURGERS,11685 MAGNOLIA BLVD,NORTH HOLLYWOOD,
118,Teya Thai Restaurant,,Thai,420.0,4.0,,34.16931,34.16931,dW4eBm6e82JUGExnxwkvaw,TEYA THAI RESTAURANT,5424 LAUREL CANYON BLVD STE J,VALLEY VILLAGE,
119,Stater Bros. Markets,,"Grocery, Delis, Butcher",40.0,2.5,$$,33.875739,33.875739,tOcqe8ZpKwPXG7c6YNDcqw,STATER BROS MARKETS #164 DEL,17220 S LAKEWOOD BLVD,BELLFLOWER,
120,,,,,,,,,,PHOLICOUS,133 LOS CERRITOS # FC19,CERRITOS,
121,Pei Wei,,"Chinese, Fast Food",185.0,3.5,$,33.793577,33.793577,3qMszGbYedSdOTsH4YxW5A,PEI WEI FRESH KITCHEN,2777 PACIFIC COAST HWY,TORRANCE,
122,Northgate Market,,"Grocery, Bakeries, Mexican",71.0,3.5,$,34.052631,34.052631,sZjvCir7CZ1qptirmS04sQ,NORTHGATE MARKET PANADERIA,1320 W FRANCISQUITO AVE,WEST COVINA,
123,Fatburger & Buffalo's Express,,"Burgers, Fast Food, American (Traditional)",90.0,3.5,$,34.200937,34.200937,lvy4REvESgz98FikfFW9RQ,FATBURGER,10970 SHERMAN WAY STE #104,BURBANK,
124,Robinas Indian Cuisine,,Indian,263.0,3.5,$$,34.17232,34.17232,eKrSml4ZeL6JVKvfgGzmvw,ROBINA'S INDIAN CUISINE,10943 BURBANK BLVD,NORTH HOLLYWOOD,
125,West Covina Liquor,,"Beer, Wine & Spirits",50.0,5.0,$$,34.0508029,34.0508029,R1AFosZFYc3mdct4Pob8vg,WEST COVINA LIQUOR,1341 S AZUSA AVE,WEST COVINA,
126,Domino's Pizza,,"Pizza, Chicken Wings, Sandwiches",89.0,2.5,$,34.005294,34.005294,lFfmATttwXYGyoyo6rTI8g,DOMINO'S PIZZA 7805,4238 SEPULVEDA BLVD,CULVER CITY,
127,Talesai,,Thai,123.0,4.0,$$,34.14161,34.14161,xuu1jMNf0QPTRGxFzBWgVA,TALESAI,11744 VENTURA BLVD,STUDIO CITY,
128,Well And Pure,,"Vitamins & Supplements, Herbs & Spices, Cosmetics & Beauty Supply",14.0,5.0,$$,34.057354851424,34.057354851424,IReOEFyJEa98Pn8wpYSPaQ,WELL AND PURE,3508 1/2 W 8TH ST,LOS ANGELES,
129,Hollywood & Highland Center,,Shopping Centers,409.0,3.5,$$,34.1022785139798,34.1022785139798,1dGQXJlOjBpMwg4JP1GYfA,HOLLYWOOD & HIGHLAND CENTER - 3RD FL,6801 HOLLYWOOD BLVD #363,LOS ANGELES,
130,Vincenti Ristorante,,Italian,225.0,4.0,$$$,34.0522987,34.0522987,YTFkXjH63neK5e1DkVjy2A,VINCENTI,11930 SAN VICENTE BLVD,LOS ANGELES,
131,Starbucks,,Coffee & Tea,140.0,3.0,$,34.0443233,34.0443233,DJYVK_pEQTTrHkzKGhOrWg,STARBUCKS COFFEE,1283 N HACIENDA BLVD,LA PUENTE,
132,Torino Lounge,,"Lounges, Cocktail Bars",53.0,3.5,$$,33.9047129,33.9047129,b5ZNA1V26IsBUmm8sSGoxw,EL TORINO LOUNGE,14123 GARFIELD AVE,PARAMOUNT,
133,D Bistros,,"American (Traditional), Sandwiches",2.0,5.0,,33.9527831441748,33.9527831441748,iOoi8QuG7DWh-WXAA8870Q,D. BISTROS,9200 S HOOVER ST,LOS ANGELES,
134,Leelin Bakery & Cafe,,"Filipino, Bakeries, Cafes",87.0,4.0,$,34.0702238,34.0702238,uTsMwgI1cQQZwOTSzFCiBA,LEELIN BAKERY AND CAFE (LOS ANGELES),207 S VERMONT AVE,LOS ANGELES,
135,B-Man's Teriyaki & Burgers,,"Burgers, Japanese, Fast Food",176.0,3.5,$,34.1283807159497,34.1283807159497,snJiHC8AqYER09KOha2m7Q,B-MANS TERIYAKI & BURGERS,990 E ALOSTA AVE,AZUSA,
136,Le Petit Jardin Cafe & Flowers,,"American (Traditional), French",226.0,4.0,$$,34.0532319,34.0532319,9zzMz0F-fkmgjcPN6DLzpQ,LE PETIT JARDIN CAFE&FLOWER,1456 S ROBERTSON BLVD,LOS ANGELES,
137,,,,,,,,,,MANDARIN DISH,6271 BRISTOL PKWY,CULVER CITY,
138,Sbarro,,"Italian, Pizza",46.0,2.5,$,33.8637114992368,33.8637114992368,wc14XWYO30iuYm896_jPow,SBARRO,127 LOS CERRITOS MALL,CERRITOS,
139,Costco Food Court,,American (Traditional),35.0,3.5,$,34.185417,34.185417,Fd1mzGPFfxOjwVCEadcGRA,COSTCO #677 FOOD COURT,1051 W BURBANK BLVD,BURBANK,
