,name,address,categories,review_count,rating,price,latitude_yelp,longitude_yelp,yelp_id,program_name,facility_address,facility_city,latitude,longitude,hours
59,Clearman's Steak 'N Stein,,"Bars, Steakhouses, American (Traditional)",1093,4,$$$,33.9977,-118.07417,ZFvEv4giztl-TXk-28i93g,STEAK & STEIN INN,9545 E WHITTIER BLVD,PICO RIVERA,,,
60,Bed Bath & Beyond,,"Kitchen & Bath, Home Decor, Mattresses",100,3.5,$$,34.23362337,-118.5548063,t8bIDPaD9swlMCy1XpGwIA,BED BATH & BEYOND #95,8959 TAMPA AVE,NORTHRIDGE,,,
61,Pizza Hut,,"Pizza, Italian, Chicken Wings",37,2,$,34.16509394,-118.4050143,3G49XSnjsdNp9C5kZUizbA,PIZZA HUT #026230,5212 WHITSETT AVE,VALLEY VILLAGE,,,
62,BJ's Restaurant & Brewhouse,,"American (New), Breweries, Pizza",1172,2.5,$$,33.98604,-118.393168,CEjEDjQpSZ5WxWRrIaaAuA,BJ'S RESTAURANT INC,6000 SEPULVEDA BLVD STE #1111,CULVER CITY,,,
63,,,,,,,,,,JIN MAI YUAN,19 W HUNTINGTON DR,ARCADIA,,,
64,,,,,,,,,,MICHAEL'S #3059,729 E HUNTINGTON DR,MONROVIA,,,
65,India Sweet House,,"Indian, Vegetarian",213,4,$,34.0522087,-118.3710975,EMEXhuFSQAgEEg6yN0XOsw,INDIA SWEET HOUSE,5992 W PICO BLVD,LOS ANGELES,,,
66,Pita Cafe,,"Mediterranean, Halal",233,4,$$,34.0481546,-118.442942,V1tUxof3A4HIHSgw4--T2A,PITA CAFE,11033 SANTA MONICA BLVD,LOS ANGELES,,,
67,,,,,,,,,,CONCESSION STAND-BASKETBALL,24255 PACIFIC COAST HWY,MALIBU,,,
68,New India Sweets & Spices,,"Indian, International Grocery",131,3.5,$,34.0522697,-118.3667194,GrasU_iB87_RK6zD2wEHvQ,NEW INDIA SWEET & SPICES,1245 FAIRFAX AVE # 47,LOS ANGELES,,,
69,Subway,,Sandwiches,24,2.5,$,33.94012889,-118.1336208,mn4wrFzXo1s_pX1vuyskww,SUBWAY,8254 FIRESTONE BLVD,DOWNEY,,,
70,Ice Island,,Ice Cream & Frozen Yogurt,1,2,,34.223425,-118.449489,1bElrP7E_qJHEfvHfDErlg,ICE ISLAND,8401 VAN NUYS BLVD # 107,PANORAMA CITY,,,
71,Phu's Bakery,,"Bakeries, Desserts",55,4.5,$,34.0625051,-118.0727641,qP8yDMH7sKWd-zwF-rzXDQ,PHU'S BAKERY,9008 GARVEY AVE STE D,ROSEMEAD,,,
72,Papa John's Pizza,,Pizza,68,2,$,34.009509,-118.414039,MT6Qy9USua3FBlrxlU2GKw,PAPA JOHN'S PIZZA,3970 SEPULVEDA BLVD,CULVER CITY,,,
73,Love Baked Wings,,"Chicken Wings, Salad, Sandwiches",436,4,$$,34.0833,-118.34999,2toCl4bQ-91-1aTkYynAcQ,LOVE BAKED WINGS,7350 MELROSE AVE,LOS ANGELES,,,
74,The Taste Kitchen,,"Thai, Noodles, Soup",531,4,$$,34.009531,-118.414152,rRyXGZU5FqVqhnl9p3mzLg,THE TASTE  KITCHEN,3970 SEPULVEDA BLVD STE 3,CULVER CITY,,,
75,Potato Corner,,"Chicken Wings, Specialty Food, Fast Food",43,3,$,33.9370499,-118.1214218,bOZhksiWU46sArMkvB_b8w,POTATO CORNER,407 STONEWOOD ST,DOWNEY,,,
76,Short Stop Food Store,,"Beer, Wine & Spirits, Grocery",1,1,,34.2353851,-118.46791,uIHRS9qR1rwMcSWOKG8ETg,SHORT STOP MINIMARKET,15400 NORDHOFF ST,NORTH HILLS,,,
77,,,,,,,,,,DAILY FRESH DONUTS,13205 OSBORNE ST STE #C,PACOIMA,,,
78,Venice Ale House,,"American (New), Gastropubs",963,3.5,$$,33.99464,-118.480227,PmgSFMddP1kkBZIG20yDiw,VENICE ALE HOUSE,2 ROSE AVE,VENICE,,,
79,Cali 4 Tacos,,Mexican,102,4.5,$,33.88068,-118.14199,P2F70PAQO1qtsiEe6_irsg,CALI 4 TACOS,16900 LAKEWOOD BLVD #203,BELLFLOWER,,,
80,Avalon Hollywood,,"Dance Clubs, Music Venues, Venues & Event Spaces",842,3,$$,34.10272,-118.327153,qe8oS-zx4VYdQ7xL3uYZpg,AVALON - 1ST LEVEL,1735 VINE ST,LOS ANGELES,,,
81,Tenants of The Trees,,"Cocktail Bars, Music Venues",446,2,$$,34.10825,-118.27129,LSc4ZYo3B_mD6uB7KTmitg,TENANTS OF THE TREES,2810 HYPERION AVE,LOS ANGELES,,,
82,Danny's Liquor,,"Beer, Wine & Spirits",2,1,$$,33.976421,-118.372162,ZAnijhzLsaKqmg0vsKbzoQ,DANNY'S LIQUOR,6830 LA TIJERA BLVD,LOS ANGELES,,,
83,Pollo Campero,,"Fast Food, Latin American",84,3,$,34.0981447,-118.3111601,1IEW4M-1JSgX6TZaAQMfuA,POLLO CAMPERO,5547 W SUNSET BLVD,LOS ANGELES,,,
84,Arry's Super Burger,,Burgers,757,4,$,34.01047,-118.11172,ghjAVpMjlR1oFzlhwKeUTA,ARRY'S SUPER BURGER,1015 W WHITTIER BLVD,MONTEBELLO,,,
85,Papa John's Pizza,,Pizza,66,3,$,34.16096,-118.44822,AL4i0tmiVyq0mQ6UzQvPcw,PAPA JOHNS PIZZA,4954 VAN NUYS BLVD STE 108,SHERMAN OAKS,,,
86,7-Eleven,,"Coffee & Tea, Convenience Stores",6,4,$,34.00299154,-118.4065193,G76eg-wffKqJvqb3HXN-FA,7-ELEVEN STORE #34735A,4436 SEPULVEDA BLVD,CULVER CITY,,,
87,,,,,,,,,,NU WAY MARKET,6101 S HOLMES AVE,LOS ANGELES,,,
88,Hong Kong Chef,,Chinese,126,4,$,33.946051,-118.118675,KiTEFxgAg1ssNq93EeMGTA,HONG KONG CHEF,10311 1/2 LAKEWOOD BLVD,DOWNEY,,,
89,Subway,,"Sandwiches, Fast Food",3,4,$,34.25605818,-118.4362356,ADp0-fIiKC0wCB9t92pi3A,SUBWAY #59495,13923 VAN NUYS BLVD,ARLETA,,,
90,Shin-Sen-Gumi Hakata Ramen-Gardena,,Ramen,3068,4.5,$$,33.88746,-118.31395,_8WFwZRIGSb3AHv9xFAiHA,HAKATA RAMEN,2015 W REDONDO BEACH BLVD,GARDENA,,,
91,Stars Cork N'bottle Shop,,"Beer, Wine & Spirits",1,5,,34.21242,-118.59801,VdDrzNrMP9YwvyY68_hRsA,STARS CORK N'BOTTLE SHOP,7801 CANOGA AVE STE #4,CANOGA PARK,,,
92,The Munch Company,,"Sandwiches, Salad, Cafes",223,4,$,34.1158849,-118.155976,Yw_juhf0VKq_Yv9zeAY8Nw,THE MUNCH CO,1028 MISSION ST,SOUTH PASADENA,,,
93,Sam's Liquor,,"Beer, Wine & Spirits",2,1.5,,34.1941946,-118.475509,B9UXMOCEFqd1VKjZxL5pkQ,SAN'S LIQUOR & MARKET,15717 VANOWEN ST,VAN NUYS,,,
94,El Pollo Loco,,"Fast Food, Mexican",40,2.5,$,34.08810704,-118.2914601,tYdct_up-54r4buGNXftEw,EL POLLO LOCO #3369,912 N VERMONT AVE,LOS ANGELES,,,
95,Good Girl Dinette,,"Vietnamese, Diners",786,3.5,$$,34.10926993,-118.19461,rWOvQH3GIUYc_LaSaWmb7A,GOOD GIRL DINETTE,110 N AVENUE 56,LOS ANGELES,,,
96,La Sinaloense Bakery,,"Mexican, Bakeries, Juice Bars & Smoothies",44,4,$,33.94068146,-118.3435211,wPOubyVGgjm7e1K_ax_Ckg,LA SINALOENSE TORTILLERIA,10500 S PRAIRIE AVE,INGLEWOOD,,,
97,The Greek Kabob,,"Greek, Mediterranean",118,3.5,$,34.0326937,-118.4525734,AVVXqTBTDOl_T6RZlmI3fg,GREEK KABOB INC.,11911 W OLYMPIC BLVD,LOS ANGELES,,,
98,The Parlor Frozen Yogurt & Creperie,,"Ice Cream & Frozen Yogurt, Creperies",372,4.5,$,34.1068611,-117.8368683,9N8IjgqAjMxSGffwAksGNg,THE PARLOR FROZEN YOGURT & CREPERIE,1453 ARROW HWY,SAN DIMAS,,,
99,,,,,,,,,,AGA SMOKE SHOP,118 W AVENUE I #B,LANCASTER,,,
100,,,,,,,,,,MOBIL OIL SNACK SHOP,4359 LAUREL CANYON BLVD,STUDIO CITY,,,
101,,,,,,,,,,FRUIT AND DONUTS DONA MARIA,8817 COMPTON AVE,LOS ANGELES,,,
102,Zahle Restaurant,,Lebanese,224,4,$$,34.186292,-118.414541,GC80WTCoa5YGHVV0H7HG0Q,ZAHLE RESTAURANT,12916 VICTORY BLVD,NORTH HOLLYWOOD,,,
103,Pattern Bar,,"Cocktail Bars, Tacos, Tapas/Small Plates",397,4,$$,34.04162027,-118.2551633,oZIKA92DwMm7uxyuXpmfMg,PATTERN BAR,100 W 9TH ST,LOS ANGELES,,,
104,Denny's,,"Diners, Breakfast & Brunch, American (Traditional)",317,4,$$,34.17218622,-118.6066712,jL-KDUxGfP1R9bmToTBCIg,DENNY'S RESTAURANT #8180,22027 BURBANK BLVD,WOODLAND HILLS,,,
105,Porta Via Beverly Hills,,"Bars, Breakfast & Brunch, American (New)",363,3.5,$$,34.0711632,-118.4014225,4nr5FagRfFuJFlLrK1ht1Q,PORTA VIA,424 N CANON DR,BEVERLY HILLS,,,
106,Super A Foods,,Grocery,32,3,$$,34.0232172,-118.1348429,1m4TvunlxcQil1oUTVZKCQ,SUPER A FOODS,2924 W BEVERLY BLVD,MONTEBELLO,,,
107,U S A Donuts & Croissants,,Donuts,1,4,,34.043507,-118.2006237,0FtpLOSPwDVoGBBM0EDSQg,USA DONUTS & CROISSANTS,2934 E CESAR E CHAVEZ AVE,LOS ANGELES,,,
108,Clifton's Restaurants,,American (Traditional),34,3,,34.04527,-118.25281,nsHPqx4QGanmnMqtx8f_8Q,CLIFTON'S - THE SERVICE BAR @ 3RD FLOOR ( LIQUOR ),648 S BROADWAY,LOS ANGELES,,,
109,,,,,,,,,,ACAPULCO RESTAURANT,750 SAMPSON WAY,SAN PEDRO,,,
110,The Darkroom,,"American (New), Comfort Food, Lounges",320,3.5,$$,34.08350855,-118.348882,7ydQ514GwDhbaFetIMQ7wA,THE DARKROOM- RESTAURANT,7302 MELROSE AVE,LOS ANGELES,,,
111,Wateria,,Water Stores,42,3.5,$,34.1945902,-118.5882851,uVtob-jTBIJO8aBmFT_0cA,WATERIA,6830 DE SOTO AVE,CANOGA PARK,,,
112,Baja Fresh,,"Mexican, Tex-Mex, Fast Food",94,3,$,34.156285,-118.7938383,jZTN_ggOL82IyTNg86mC3w,BAJA FRESH #2,30861 THOUSAND OAKS BLVD,WESTLAKE VILLAGE,,,
113,,,,,,,,,,THREE STAR MARKET,8103 S AVALON BLVD,LOS ANGELES,,,
114,,,,,,,,,,MIX MI,2825 S DIAMOND BAR BLVD,DIAMOND BAR,,,
115,,,,,,,,,,RALPH'S MEAT DEPT #55,521 FOOTHILL BLVD,LA CANADA FLINTRIDGE,,,
116,A1 Azusa auto repair,,Auto Repair,2,3,,34.11451435,-117.8899902,juSIKqaii8rqcxvHOYsqFg,AZUSA AUTO REPAIR INC,901 E GLADSTONE ST,AZUSA,,,
117,Sushi Mashiko,,"Sushi Bars, Japanese",156,4,$$,34.00215935,-118.3925822,BM45jS_AaVBv8gWEWMG3vQ,MASHIKO RESTAURANT,10726 JEFFERSON BLVD,CULVER CITY,,,
118,Whole Foods Market,,Grocery,770,4,$$,33.9067604,-118.3906263,EV2Ieeo1ev5Ji01Zw9maIw,WHOLE FOODS (MARKET),760 S PACIFIC COAST HWY,EL SEGUNDO,,,
119,Abby's Diner,,"American (Traditional), Breakfast & Brunch, Salad",225,4,$,34.134298,-118.215287,YeXmhnTnnabDjTZuPSfToQ,ABBY'S DINER,4862 EAGLE ROCK BLVD,LOS ANGELES,,,
120,Esther's Bakery,,Bakeries,6,4.5,,34.26501933,-118.4232687,ORusy5IRU4uuFBtp9xXtlA,ESTHERS BAKERY'S,13314 VAN NUYS BLVD,PACOIMA,,,
121,Mitsuru Cafe,,Japanese,834,4,$,34.04895037,-118.2400319,W72Vw4dDILjmFtSC0z2CCw,MITSURU CAFE,117 JAPANESE VLG PLZ MALL,LOS ANGELES,,,
122,Chevron,,"Gas Stations, Convenience Stores",10,2.5,,34.23606,-118.50215,qtvYUxIfqfqspibr-H7BNA,RAFI CHEVRON #10,9106 BALBOA BLVD,NORTHRIDGE,,,
123,Pirozzi's Italian Deli,,"Italian, Delis, Desserts",129,4,$,33.73676,-118.30941,_COIN733HtWQ3c8hp7cItg,PIROZZIS ITALIAN DELI,1453 W 8TH ST,SAN PEDRO,,,
124,Hungry Samurai,,"Sushi Bars, Japanese",62,3.5,$,33.97304536,-118.2097454,X9JWd_I59mUEp3Qxxe2JIw,HUNGRY SAMURAI,7125 STATE ST,HUNTINGTON PARK,,,
125,Chipotle Mexican Grill,,"Mexican, Fast Food",351,2.5,$,34.02788977,-117.8338552,hSYzRBk3nC_TBdGD3oJD_w,CHIPOTLE MEXICAN GRILL #829,21710 VALLEY BLVD STE #A,WALNUT,,,
126,,,,,,,,,,MC DONALD'S DRIVE-IN #634,230 E PACIFIC COAST HWY,WILMINGTON,,,
127,Dollar Tree,,Discount Store,17,2,$,34.08654889,-118.1866048,34VK1NV8I6dJEZcDKdo1eQ,DOLLAR TREE #5490,4617 HUNTINGTON DR N,LOS ANGELES,,,
128,Tasty Donuts,,Donuts,10,4,$,33.88615,-118.16074,bGpB1sCLJlqgVJDGyqxKlg,TASTY DONUTS,16289 PARAMOUNT BLVD STE 1,PARAMOUNT,,,
129,Salata,,"Salad, Soup, Wraps",464,4,$$,34.26447988,-118.5269257,T6aF3xTAUEkTQc677EsvFQ,SALATA GRANADA HILLS,18080 CHATSWORTH ST STE C,GRANADA HILLS,,,
130,Rustic Canyon,,"Bars, Tapas/Small Plates, American (New)",1303,4,$$$,34.0250815,-118.4913361,mLkaGrGmwreX-yHIgMCvYQ,RUSTIC CANYON,1119 WILSHIRE BLVD,SANTA MONICA,,,
131,Golden Snack Shop,,Restaurants,4,2.5,,33.82762,-118.26402,ym4RWdQIn-h6KjWROdSkFQ,THE GOLDEN SNACK SHOP,22005 S AVALON BLVD STE #B,CARSON,,,
132,,,,,,,,,,LA MEAT MARKET,2015 S GRIFFITH AVE,LOS ANGELES,,,
133,Chipotle Mexican Grill,,"Mexican, Fast Food",127,2.5,$,34.1515368,-118.4536181,UTMMc3mOU6XftUPE2fgVcA,CHIPOTLE MEXICAN GRILL,14708 VENTURA BLVD B,SHERMAN OAKS,,,
134,Maria's Italian Kitchen,,"Pizza, Italian, Caterers",196,3.5,$$,34.06452924,-118.4697369,TjLM-VHOgZ3GSn-N9yoSeA,"THE ORIGINAL MARIA'S ITALIAN KITCHEN, LLC.",11723 BARRINGTON CT,LOS ANGELES,,,
135,Pazzo Gelato,,"Ice Cream & Frozen Yogurt, Gelato",920,4.5,$,34.0916898,-118.279471,ZLhWj4S_v6JeWVWdEqg6mA,PAZZO GELATERIA,3827 W SUNSET BLVD STE D,LOS ANGELES,,,
136,Office Depot,,"Office Equipment, Computers, Printing Services",84,2.5,$$,34.18350689,-118.6069921,qMR5lpDACy8QhQx7X3bL3A,OFFICE DEPOT #661,6227 TOPANGA CANYON BLVD,WOODLAND HILLS,,,
137,Yum Yum Donut Shops Inc,,Donuts,1,3,,34.0578458,-118.2105674,jau3hzSf1A2subdxGFND5g,YUM YUM DONUT SHOP,1834 E MARENGO ST,LOS ANGELES,,,
138,Lone Hill Cafe,,"Chinese, Sushi Bars",58,4,$$,34.1279743,-117.8283926,5s3cntRmQIdTK5lLIehkUA,LONEHILL CAFE,1932 E ROUTE 66,GLENDORA,,,
139,Sushi Q,,Japanese,187,4,$,34.09752619,-118.3356856,51PLH0tq1baquOgNE914lg,SUSHI Q.,6660 W SUNSET BLVD STE #M,LOS ANGELES,,,
140,Tony's Barbecue and Bibingka,,Barbeque,146,4,$,33.83105,-118.25982,7G_Pl0cnc_pT5-SzTU5eCw,TONY'S BARBECUE & BIBINGKINI,860 E CARSON ST STE 105,CARSON,,,
141,Chevron / G & M Oil,,Gas Stations,11,2.5,,34.1139453,-117.9072046,gHWEvP-ku8VegFCkGu9DLA,CHEVRON #120,500 S AZUSA AVE,AZUSA,,,
142,Tammie's Corner House Cafe,,"Breakfast & Brunch, Coffee & Tea, Sandwiches",387,3.5,$$,33.85480847,-118.3979102,ZGiUl-zplkSAAxHpYsXTMQ,TAMMIE'S CORNER HOUSE CAFE,190 HERMOSA AVE,HERMOSA BEACH,,,
143,CVS Pharmacy,,"Drugstores, Pharmacy, Convenience Stores",16,2.5,$,34.0099,-118.308,i-yrMO8-uJWwuDCHsgJYSA,CVS    #10292,4030 S WESTERN AVE,LOS ANGELES,,,
